User Query,Intent,Response,Language
Paano nagsusumite ng reklamo ang mga residente sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Ano ang dapat gawin ng isang tao upang makapagreklamo sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Paano maihahain ang opisyal na reklamo sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Anong mga dokumento at proseso ang kailangan para makapagsampa ng reklamo sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Paano makapagreport ng reklamo laban sa kapitbahay sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Ano ang dapat sundin para maayos na makapagsampa ng reklamo sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Paano ipapasa ang reklamo ng residente sa opisina ng barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Ano ang tamang proseso para makapaghain ng reklamo sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Paano isusumite ng residente ang reklamo nila sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Ano ang gagawin ng isang residente kung may reklamo siya sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Paano maghain ng opisyal na reklamo laban sa isyu sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Anong hakbang ang isasagawa para makapagreklamo sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Paano ginagawa ng isang residente ang pagsasampa ng reklamo sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Ano ang proseso sa barangay kung magsusumite ng reklamo ang tao?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Paano makapaghain ng reklamo laban sa kapitbahay sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Anong mga hakbang ang dapat sundin ng residente para magsampa ng reklamo?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Paano ipoproseso ang reklamo ng isang residente sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Ano ang dapat gawin ng tao kung magrereklamo siya sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Paano makapagreklamo nang pormal sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Ano ang proseso ng paghahain ng reklamo ng residente sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Paano makakapagreport ng reklamo laban sa tao sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Anong tamang paraan para makapaghain ng reklamo sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Paano makakapagpasa ng reklamo sa barangay ang mga residente?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Ano ang dapat gawin upang maiparating ang reklamo sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Paano maghain ng reklamo sa barangay step by step?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Anong proseso ang dapat gawin ng residente upang makapagreklamo sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Paano makakapag-file ng pormal na reklamo sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Ano ang paraan para magsumite ng reklamo laban sa isang issue sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Paano ginagawa ng isang tao ang pagsampa ng reklamo sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Ano ang dapat sundin ng residente para makapagreklamo sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
Paano maayos na maisampa ang reklamo ng residente sa barangay?,Complaint Filing Procedures,"Sa barangay, maaari kang magtanong sa front desk para sa gabay. Ang proseso ay simple lamang— isulat ang reklamo sa blotter book.",Tagalog
What kinds of complaints are handled by the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What categories of complaints can the barangay address?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What sorts of complaints fall under the barangay’s responsibility?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
Which complaints can the barangay take care of?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What type of disputes can be filed at the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What complaints does the barangay have authority to resolve?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What types of issues can be reported to the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What complaints can residents bring to the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What matters can the barangay handle as complaints?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What classifications of complaints can be settled at the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What cases can be brought to the barangay for settlement?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What variety of complaints can the barangay look into?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What disputes can the barangay legally address?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What forms of complaints can be accepted at the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What situations can be treated as complaints by the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What kinds of conflicts can the barangay help resolve?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What nature of complaints does the barangay deal with?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What issues can the barangay entertain as complaints?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What specific complaints can be filed in the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What disputes are under the barangay’s jurisdiction?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What complaints can residents officially raise at the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What kinds of concerns can the barangay respond to?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What grievances can be submitted to the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What types of neighborhood issues can the barangay handle?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What family-related complaints can the barangay resolve?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What conflicts between neighbors can the barangay address?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What problems can be brought to the barangay for mediation?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What disputes can the barangay hear and settle?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What complaints can be processed by the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What forms of conflicts can the barangay take action on?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What types of personal disputes can the barangay manage?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What small cases can the barangay take care of?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What issues are within the barangay’s authority to handle?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What situations can be submitted as complaints to the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What grievances does the barangay have power to address?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What variety of neighborhood disputes can the barangay manage?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What quarrels can the barangay legally handle?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What disputes among residents can the barangay resolve?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What issues between individuals can the barangay address?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What complaints does the barangay have jurisdiction over?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What kind of neighborhood conflicts can the barangay look into?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What problems between families can the barangay settle?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What domestic issues can be brought to the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What types of misunderstandings can the barangay handle?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What community conflicts can the barangay act on?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What disputes are recognized as valid complaints at the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What civil disputes can the barangay handle?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What disagreements can residents raise at the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What forms of grievances are handled by the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What conflicts fall under the barangay’s scope?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What issues can neighbors complain about at the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What concerns can be mediated by the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What arguments can be filed as complaints in the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What kinds of personal disputes can residents bring to the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What neighborhood quarrels can the barangay address?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What conflicts over property can be taken to the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What disturbances can the barangay handle as complaints?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What matters of conflict can be filed with the barangay?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What cases of disagreement can the barangay help with?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What types of neighborhood fights can the barangay manage?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
What everyday disputes can the barangay look into?,Complaint Filing Procedures,"The barangay can handle complaints involving civil disputes over sums of money (such as unpaid debts or services), minor criminal offenses punishable by imprisonment of up to one year or a fine of up to PHP 5,000, oral defamation, threats, and many more just inquire for it in the barangay in windows #2. But it cannot handle serious crimes, land disputes, or cases involving penalties exceeding its jurisdictional limits.",English
